Your Input	WormBase Gene ID	UniProt	Reference UniProt ID
WBGene00174954	WBGene00174954	N.A.	N.A.
WBGene00174955	WBGene00174955	N.A.	N.A.
WBGene00174956	WBGene00174956	N.A.	N.A.
WBGene00174957	WBGene00174957	N.A.	N.A.
WBGene00174958	WBGene00174958	N.A.	N.A.
WBGene00174959	WBGene00174959	N.A.	N.A.
WBGene00174960	WBGene00174960	N.A.	N.A.
WBGene00174961	WBGene00174961	N.A.	N.A.
WBGene00174962	WBGene00174962	N.A.	N.A.
WBGene00174963	WBGene00174963	N.A.	N.A.
WBGene00174964	WBGene00174964	N.A.	N.A.
WBGene00174965	WBGene00174965	N.A.	N.A.
WBGene00174966	WBGene00174966	N.A.	N.A.
WBGene00174967	WBGene00174967	N.A.	N.A.
WBGene00174968	WBGene00174968	N.A.	N.A.
WBGene00174969	WBGene00174969	N.A.	N.A.
WBGene00174970	WBGene00174970	N.A.	N.A.
WBGene00174971	WBGene00174971	N.A.	N.A.
WBGene00174972	WBGene00174972	N.A.	N.A.
WBGene00174973	WBGene00174973	N.A.	N.A.
WBGene00174974	WBGene00174974	N.A.	N.A.
WBGene00174975	WBGene00174975	N.A.	N.A.
WBGene00174976	WBGene00174976	N.A.	N.A.
WBGene00174977	WBGene00174977	N.A.	N.A.
WBGene00174978	WBGene00174978	N.A.	N.A.
WBGene00174979	WBGene00174979	N.A.	N.A.
WBGene00174980	WBGene00174980	N.A.	N.A.
WBGene00174981	WBGene00174981	N.A.	N.A.
WBGene00174982	WBGene00174982	N.A.	N.A.
WBGene00174983	WBGene00174983	N.A.	N.A.
WBGene00174984	WBGene00174984	N.A.	N.A.
WBGene00174985	WBGene00174985	N.A.	N.A.
WBGene00174986	WBGene00174986	N.A.	N.A.
WBGene00174987	WBGene00174987	N.A.	N.A.
WBGene00174988	WBGene00174988	N.A.	N.A.
WBGene00174989	WBGene00174989	N.A.	N.A.
WBGene00174990	WBGene00174990	N.A.	N.A.
WBGene00174991	WBGene00174991	N.A.	N.A.
WBGene00174992	WBGene00174992	N.A.	N.A.
WBGene00174993	WBGene00174993	N.A.	N.A.
WBGene00174994	WBGene00174994	N.A.	N.A.
WBGene00174995	WBGene00174995	N.A.	N.A.
WBGene00174996	WBGene00174996	N.A.	N.A.
WBGene00174997	WBGene00174997	N.A.	N.A.
WBGene00174998	WBGene00174998	N.A.	N.A.
WBGene00174999	WBGene00174999	N.A.	N.A.
WBGene00175000	WBGene00175000	N.A.	N.A.
WBGene00175001	WBGene00175001	N.A.	N.A.
WBGene00175002	WBGene00175002	N.A.	N.A.
WBGene00175003	WBGene00175003	N.A.	N.A.
WBGene00175004	WBGene00175004	N.A.	N.A.
WBGene00175005	WBGene00175005	N.A.	N.A.
WBGene00175006	WBGene00175006	N.A.	N.A.
WBGene00175007	WBGene00175007	N.A.	N.A.
WBGene00175008	WBGene00175008	N.A.	N.A.
WBGene00175009	WBGene00175009	N.A.	N.A.
WBGene00175010	WBGene00175010	N.A.	N.A.
WBGene00175011	WBGene00175011	N.A.	N.A.
WBGene00175012	WBGene00175012	N.A.	N.A.
WBGene00175013	WBGene00175013	N.A.	N.A.
WBGene00175014	WBGene00175014	N.A.	N.A.
WBGene00175015	WBGene00175015	N.A.	N.A.
WBGene00175016	WBGene00175016	N.A.	N.A.
WBGene00175017	WBGene00175017	N.A.	N.A.
WBGene00175018	WBGene00175018	N.A.	N.A.
WBGene00175019	WBGene00175019	N.A.	N.A.
WBGene00175020	WBGene00175020	N.A.	N.A.
WBGene00175021	WBGene00175021	N.A.	N.A.
WBGene00175022	WBGene00175022	N.A.	N.A.
WBGene00175023	WBGene00175023	N.A.	N.A.
WBGene00175024	WBGene00175024	N.A.	N.A.
WBGene00175025	WBGene00175025	N.A.	N.A.
WBGene00175027	WBGene00175027	G4SNI5	G4SNI5
WBGene00175028	WBGene00175028	B7FAS4	B7FAS4
WBGene00175029	WBGene00175029	N.A.	N.A.
WBGene00175030	WBGene00175030	B7WNB4	B7WNB4
WBGene00175031	WBGene00175031	B7WN68	B7WN68
WBGene00175034	WBGene00175034	B7WN74	B7WN74
WBGene00175035	WBGene00175035	B7WN78	B7WN78
WBGene00175036	WBGene00175036	N.A.	N.A.
WBGene00175055	WBGene00175055	N.A.	N.A.
WBGene00175056	WBGene00175056	N.A.	N.A.
WBGene00175057	WBGene00175057	N.A.	N.A.
WBGene00175058	WBGene00175058	N.A.	N.A.
WBGene00184956	WBGene00184956	B9WRT7	B9WRT7
WBGene00184990	WBGene00184990	C0P279	C0P279
WBGene00185001	WBGene00185001	C0P287	C0P287
WBGene00185002	WBGene00185002	C0P272, C0P273	C0P273
WBGene00185005	WBGene00185005	C0P285	C0P285
WBGene00185006	WBGene00185006	C0P265	C0P265
WBGene00185014	WBGene00185014	C0P278	C0P278
WBGene00185048	WBGene00185048	B3CKG1	B3CKG1
WBGene00185055	WBGene00185055	B9ZSH4	B9ZSH4
WBGene00185067	WBGene00185067	C0Z3L6	C0Z3L6
WBGene00185076	WBGene00185076	N.A.	N.A.
WBGene00185077	WBGene00185077	C1P649	C1P649
WBGene00185078	WBGene00185078	C0Z1Y9	C0Z1Y9
WBGene00185079	WBGene00185079	C0Z1Y2, A0A0M7REA1	C0Z1Y2
WBGene00185086	WBGene00185086	P91357	P91357
WBGene00185088	WBGene00185088	C0VXV7	C0VXV7
WBGene00185089	WBGene00185089	C0Z1Y5	C0Z1Y5
WBGene00185092	WBGene00185092	D3KFV1	D3KFV1
WBGene00185093	WBGene00185093	N.A.	N.A.
WBGene00185095	WBGene00185095	C1P630	C1P630
WBGene00185096	WBGene00185096	C1P632	C1P632
WBGene00185097	WBGene00185097	C1P653	C1P653
WBGene00185098	WBGene00185098	C0VXW0	C0VXW0
WBGene00185100	WBGene00185100	C1P645	C1P645
WBGene00185101	WBGene00185101	C1P661	C1P661
WBGene00185102	WBGene00185102	C0Z3L9	C0Z3L9
WBGene00185116	WBGene00185116	C1P631	C1P631
WBGene00185117	WBGene00185117	C1P646	C1P646
WBGene00185118	WBGene00185118	C1P652	C1P652
WBGene00185119	WBGene00185119	N.A.	N.A.
WBGene00189930	WBGene00189930	C1P663	C1P663
WBGene00189931	WBGene00189931	C1P664	C1P664
WBGene00189932	WBGene00189932	C1P665	C1P665
WBGene00189933	WBGene00189933	C1P647	C1P647
WBGene00189937	WBGene00189937	C1P662	C1P662
WBGene00189943	WBGene00189943	C3JXF1	C3JXF1
WBGene00189944	WBGene00189944	N.A.	N.A.
WBGene00189946	WBGene00189946	N.A.	N.A.
WBGene00189947	WBGene00189947	C4ALD7	C4ALD7
WBGene00189948	WBGene00189948	G3MU17, C4ALD6	G3MU17
WBGene00189949	WBGene00189949	E3WIS3	E3WIS3
WBGene00189950	WBGene00189950	C2BR92	C2BR92
WBGene00189951	WBGene00189951	N.A.	N.A.
WBGene00189952	WBGene00189952	C4ALD3	C4ALD3
WBGene00189953	WBGene00189953	C3JXD9	C3JXD9
WBGene00189954	WBGene00189954	C3JXE6	C3JXE6
WBGene00189955	WBGene00189955	C3JXE7	C3JXE7
WBGene00189956	WBGene00189956	H8W3Z0	H8W3Z0
WBGene00189957	WBGene00189957	C3JXE0	C3JXE0
WBGene00189958	WBGene00189958	A0A2K5ATN1	A0A2K5ATN1
WBGene00189961	WBGene00189961	D0G915	D0G915
WBGene00189962	WBGene00189962	N.A.	N.A.
WBGene00189963	WBGene00189963	N.A.	N.A.
WBGene00189964	WBGene00189964	N.A.	N.A.
WBGene00189966	WBGene00189966	N.A.	N.A.
WBGene00189967	WBGene00189967	N.A.	N.A.
WBGene00189968	WBGene00189968	N.A.	N.A.
WBGene00189969	WBGene00189969	N.A.	N.A.
WBGene00189970	WBGene00189970	N.A.	N.A.
WBGene00189971	WBGene00189971	N.A.	N.A.
WBGene00189972	WBGene00189972	N.A.	N.A.
WBGene00189973	WBGene00189973	N.A.	N.A.
WBGene00189974	WBGene00189974	N.A.	N.A.
WBGene00189975	WBGene00189975	N.A.	N.A.
WBGene00189976	WBGene00189976	N.A.	N.A.
WBGene00189977	WBGene00189977	N.A.	N.A.
WBGene00189978	WBGene00189978	N.A.	N.A.
WBGene00189979	WBGene00189979	N.A.	N.A.
WBGene00189980	WBGene00189980	N.A.	N.A.
WBGene00189981	WBGene00189981	N.A.	N.A.
WBGene00189982	WBGene00189982	N.A.	N.A.
WBGene00189983	WBGene00189983	N.A.	N.A.
WBGene00189984	WBGene00189984	N.A.	N.A.
WBGene00189985	WBGene00189985	N.A.	N.A.
WBGene00189986	WBGene00189986	N.A.	N.A.
WBGene00189987	WBGene00189987	D0IMZ2	D0IMZ2
WBGene00189993	WBGene00189993	C6KRP4	C6KRP4
WBGene00189995	WBGene00189995	C4RVF5	C4RVF5
WBGene00194641	WBGene00194641	G4S7A1	G4S7A1
WBGene00194642	WBGene00194642	C8JQQ0	C8JQQ0
WBGene00194643	WBGene00194643	C6KRM8, D3YT63, D3YT64	C6KRM8
WBGene00194644	WBGene00194644	N.A.	N.A.
WBGene00194645	WBGene00194645	C5VUJ7	C5VUJ7
WBGene00194646	WBGene00194646	C5VUJ8	C5VUJ8
WBGene00194647	WBGene00194647	C5VUK3	C5VUK3
WBGene00194649	WBGene00194649	C6KRQ1	C6KRQ1
WBGene00194650	WBGene00194650	N.A.	N.A.
WBGene00194651	WBGene00194651	C6KRJ1	C6KRJ1
WBGene00194652	WBGene00194652	N.A.	N.A.
WBGene00194653	WBGene00194653	C6KRM9	C6KRM9
WBGene00194654	WBGene00194654	C6KRL3	C6KRL3
WBGene00194656	WBGene00194656	C6KRN7	C6KRN7
WBGene00194657	WBGene00194657	N.A.	N.A.
WBGene00194658	WBGene00194658	C6KRK7	C6KRK7
WBGene00194659	WBGene00194659	N.A.	N.A.
WBGene00194660	WBGene00194660	C6KRN9	C6KRN9
WBGene00194661	WBGene00194661	C6KRQ2	C6KRQ2
WBGene00194663	WBGene00194663	C6KRH9	C6KRH9
WBGene00194664	WBGene00194664	G5ECS5	G5ECS5
WBGene00194665	WBGene00194665	N.A.	N.A.
WBGene00194666	WBGene00194666	N.A.	N.A.
WBGene00194667	WBGene00194667	N.A.	N.A.
WBGene00194668	WBGene00194668	N.A.	N.A.
WBGene00194669	WBGene00194669	N.A.	N.A.
WBGene00194670	WBGene00194670	A0A8D9MTS1	A0A8D9MTS1
WBGene00194672	WBGene00194672	C5VUK0	C5VUK0
WBGene00194673	WBGene00194673	N.A.	N.A.
WBGene00194674	WBGene00194674	C6KRL2	C6KRL2
WBGene00194675	WBGene00194675	N.A.	N.A.
WBGene00194676	WBGene00194676	N.A.	N.A.
WBGene00194677	WBGene00194677	E5QCH0	E5QCH0
WBGene00194678	WBGene00194678	N.A.	N.A.
WBGene00194679	WBGene00194679	C6KRG3	C6KRG3
WBGene00194680	WBGene00194680	K7ZUN4	K7ZUN4
WBGene00194681	WBGene00194681	N.A.	N.A.
WBGene00194682	WBGene00194682	C6KRN5	C6KRN5
WBGene00194683	WBGene00194683	N.A.	N.A.
WBGene00194684	WBGene00194684	C5VUJ4	C5VUJ4
WBGene00194686	WBGene00194686	N.A.	N.A.
WBGene00194687	WBGene00194687	C6KRG7	C6KRG7
WBGene00194689	WBGene00194689	C6S3M1	C6S3M1
WBGene00194690	WBGene00194690	N.A.	N.A.
WBGene00194691	WBGene00194691	C7FZT7	C7FZT7
WBGene00194692	WBGene00194692	C7FZT9	C7FZT9
WBGene00194695	WBGene00194695	C7FZU7	C7FZU7
WBGene00194696	WBGene00194696	C7FZS8	C7FZS8
WBGene00194697	WBGene00194697	C7FZT3	C7FZT3
WBGene00194698	WBGene00194698	C6S3L3	C6S3L3
WBGene00194699	WBGene00194699	C6S3M2	C6S3M2
WBGene00194700	WBGene00194700	C7FZT5	C7FZT5
WBGene00194701	WBGene00194701	A0A061ACI6, G4S9Y0	G4S9Y0
WBGene00194702	WBGene00194702	C7FZT4	C7FZT4
WBGene00194703	WBGene00194703	C7FZT1	C7FZT1
WBGene00194704	WBGene00194704	C6S3L6	C6S3L6
WBGene00194706	WBGene00194706	L8E6M1, C8JQS3	L8E6M1
WBGene00194707	WBGene00194707	A8WHT1	A8WHT1
WBGene00194708	WBGene00194708	C7IVS2	C7IVS2
WBGene00194710	WBGene00194710	C8JQP7	C8JQP7
WBGene00194711	WBGene00194711	C7IVR0	C7IVR0
WBGene00194712	WBGene00194712	C8JQS0, D9N135	C8JQS0
WBGene00194713	WBGene00194713	C7IVQ9	C7IVQ9
WBGene00194714	WBGene00194714	C8JQQ2	C8JQQ2
WBGene00194715	WBGene00194715	C8JQS5	C8JQS5
WBGene00194716	WBGene00194716	N.A.	N.A.
WBGene00194717	WBGene00194717	C8JQQ3	C8JQQ3
WBGene00194725	WBGene00194725	C8JQQ6	C8JQQ6
WBGene00194726	WBGene00194726	D7UU25	D7UU25
WBGene00194727	WBGene00194727	C8JQS7	C8JQS7
WBGene00194729	WBGene00194729	C8JQP6	C8JQP6
WBGene00194730	WBGene00194730	C8JQN9	C8JQN9
WBGene00194731	WBGene00194731	C7IVS1	C7IVS1
WBGene00194733	WBGene00194733	C7IVS3	C7IVS3
WBGene00194734	WBGene00194734	C8JQP5	C8JQP5
WBGene00194735	WBGene00194735	C7GIL0	C7GIL0
WBGene00194737	WBGene00194737	A0A0K3ARD1, A0A0K3AUX6	A0A0K3ARD1
WBGene00194738	WBGene00194738	C7GIK6	C7GIK6
WBGene00194742	WBGene00194742	C8JQP2	C8JQP2
WBGene00194744	WBGene00194744	C7IVS0	C7IVS0
WBGene00194746	WBGene00194746	C7GIL1	C7GIL1
WBGene00194747	WBGene00194747	C7IVR8	C7IVR8
WBGene00194748	WBGene00194748	N.A.	N.A.
WBGene00194759	WBGene00194759	N.A.	N.A.
WBGene00194768	WBGene00194768	N.A.	N.A.
WBGene00194769	WBGene00194769	N.A.	N.A.
WBGene00194771	WBGene00194771	N.A.	N.A.
WBGene00194780	WBGene00194780	C9IY26	C9IY26
WBGene00194783	WBGene00194783	C9IY27	C9IY27
WBGene00194784	WBGene00194784	C9IY28	C9IY28
WBGene00194785	WBGene00194785	C9IY32	C9IY32
WBGene00194786	WBGene00194786	N.A.	N.A.
WBGene00194787	WBGene00194787	C9IY38	C9IY38
WBGene00194788	WBGene00194788	C9IY33	C9IY33
WBGene00194792	WBGene00194792	N.A.	N.A.
WBGene00194793	WBGene00194793	A0A8S4Q9T1	N.A.
WBGene00194794	WBGene00194794	A0A5C3DPT3	A0A5C3DPT3
WBGene00194795	WBGene00194795	D0VWN7	D0VWN7
WBGene00194799	WBGene00194799	D0VWP6	D0VWP6
WBGene00194800	WBGene00194800	N.A.	N.A.
WBGene00194801	WBGene00194801	D0VWP5	D0VWP5
WBGene00194802	WBGene00194802	N.A.	N.A.
WBGene00194803	WBGene00194803	D0VWP3	D0VWP3
WBGene00194804	WBGene00194804	N.A.	N.A.
WBGene00194805	WBGene00194805	N.A.	N.A.
WBGene00194806	WBGene00194806	N.A.	N.A.
WBGene00194807	WBGene00194807	N.A.	N.A.
WBGene00194808	WBGene00194808	N.A.	N.A.
WBGene00194809	WBGene00194809	N.A.	N.A.
WBGene00194810	WBGene00194810	N.A.	N.A.
WBGene00194811	WBGene00194811	N.A.	N.A.
WBGene00194812	WBGene00194812	N.A.	N.A.
WBGene00194814	WBGene00194814	N.A.	N.A.
WBGene00194815	WBGene00194815	D0IN07	D0IN07
WBGene00194816	WBGene00194816	D0G912	D0G912
WBGene00194821	WBGene00194821	G4SM94	G4SM94
WBGene00194822	WBGene00194822	N.A.	N.A.
WBGene00194823	WBGene00194823	N.A.	N.A.
WBGene00194824	WBGene00194824	N.A.	N.A.
WBGene00194825	WBGene00194825	N.A.	N.A.
WBGene00194826	WBGene00194826	N.A.	N.A.
WBGene00194827	WBGene00194827	N.A.	N.A.
WBGene00194828	WBGene00194828	N.A.	N.A.
WBGene00194829	WBGene00194829	N.A.	N.A.
WBGene00194830	WBGene00194830	N.A.	N.A.
WBGene00194831	WBGene00194831	N.A.	N.A.
WBGene00194832	WBGene00194832	D0G917	D0G917
WBGene00194833	WBGene00194833	D0IMZ0	D0IMZ0
WBGene00194834	WBGene00194834	N.A.	N.A.
WBGene00194835	WBGene00194835	U4PM39, D0G910	U4PM39
WBGene00194836	WBGene00194836	N.A.	N.A.
WBGene00194839	WBGene00194839	D0VWM3	D0VWM3
WBGene00194840	WBGene00194840	N.A.	N.A.
WBGene00194841	WBGene00194841	N.A.	N.A.
WBGene00194842	WBGene00194842	N.A.	N.A.
WBGene00194843	WBGene00194843	N.A.	N.A.
WBGene00194844	WBGene00194844	N.A.	N.A.
WBGene00194847	WBGene00194847	N.A.	N.A.
WBGene00194848	WBGene00194848	D1MN76	D1MN76
WBGene00194849	WBGene00194849	D1MN81	D1MN81
WBGene00194850	WBGene00194850	A0A3P6NI67, A0A3P6PAT3	A0A3P6NI67
WBGene00194851	WBGene00194851	N.A.	N.A.
WBGene00194852	WBGene00194852	E2JL07	E2JL07
WBGene00194853	WBGene00194853	N.A.	N.A.
WBGene00194854	WBGene00194854	N.A.	N.A.
WBGene00194855	WBGene00194855	D0Z5N3	D0Z5N3
WBGene00194856	WBGene00194856	N.A.	N.A.
WBGene00194861	WBGene00194861	H8ESD0, B1GRN2	H8ESD0
WBGene00194864	WBGene00194864	D0Z5P1	D0Z5P1
WBGene00194865	WBGene00194865	N.A.	N.A.
WBGene00194866	WBGene00194866	D0Z5N0	D0Z5N0
WBGene00194867	WBGene00194867	D1MN71	D1MN71
WBGene00194868	WBGene00194868	G5EFZ8	G5EFZ8
WBGene00194869	WBGene00194869	D1MN73	D1MN73
WBGene00194870	WBGene00194870	D1MN84	D1MN84
WBGene00194871	WBGene00194871	D1MN59	D1MN59
WBGene00194876	WBGene00194876	N.A.	N.A.
WBGene00194877	WBGene00194877	N.A.	N.A.
WBGene00194883	WBGene00194883	D1MN57	D1MN57
WBGene00194884	WBGene00194884	N.A.	N.A.
WBGene00194885	WBGene00194885	N.A.	N.A.
WBGene00194886	WBGene00194886	D2YW02	D2YW02
WBGene00194888	WBGene00194888	D2Y8W3	D2Y8W3
WBGene00194890	WBGene00194890	D2Y8W4	D2Y8W4
WBGene00194891	WBGene00194891	N.A.	N.A.
WBGene00194892	WBGene00194892	D2Y8W2	D2Y8W2
WBGene00194894	WBGene00194894	D1YSH1	D1YSH1
WBGene00194895	WBGene00194895	D1P8J4	D1P8J4
WBGene00194896	WBGene00194896	G5EEX9, A0A0M7RED5	A0A0M7RED5
WBGene00194898	WBGene00194898	D1YSH4	D1YSH4
WBGene00194902	WBGene00194902	D1YSI0	D1YSI0
WBGene00194905	WBGene00194905	D2N114	D2N114
WBGene00194906	WBGene00194906	D2YW13	D2YW13
WBGene00194907	WBGene00194907	D2YW05	D2YW05
WBGene00194908	WBGene00194908	D1YSH7	D1YSH7
WBGene00194909	WBGene00194909	D1YSH3	D1YSH3
WBGene00194910	WBGene00194910	D2KT80	D2KT80
WBGene00194912	WBGene00194912	D3KFU6	D3KFU6
WBGene00194913	WBGene00194913	D3DEL9	D3DEL9
WBGene00194914	WBGene00194914	D3KFT4	D3KFT4
WBGene00194915	WBGene00194915	D3KFW6	D3KFW6
WBGene00194916	WBGene00194916	F1LIL7	F1LIL7
WBGene00194917	WBGene00194917	D3DEL4	D3DEL4
WBGene00194918	WBGene00194918	D3KFV2	D3KFV2
WBGene00194919	WBGene00194919	D3KFU7	D3KFU7
WBGene00194920	WBGene00194920	D3KFX2	D3KFX2
WBGene00194921	WBGene00194921	G4S3A8	G4S3A8
WBGene00194922	WBGene00194922	D3KFU2	D3KFU2
WBGene00194923	WBGene00194923	N.A.	N.A.
WBGene00194924	WBGene00194924	D3DEM4	D3DEM4
WBGene00194925	WBGene00194925	D3KFU8	D3KFU8
WBGene00194926	WBGene00194926	D3KFU9, I2HAM1, D3KFV0	D3KFU9
WBGene00194927	WBGene00194927	D3DEM5	D3DEM5
WBGene00194928	WBGene00194928	F1LIM2	F1LIM2
WBGene00194929	WBGene00194929	D3DEL6	D3DEL6
WBGene00194930	WBGene00194930	D3DEM3	D3DEM3
WBGene00194931	WBGene00194931	D3DEM0	D3DEM0
WBGene00194932	WBGene00194932	N.A.	N.A.
WBGene00194933	WBGene00194933	D3KFV3	D3KFV3
WBGene00194934	WBGene00194934	G5EF38, A0A061AJ50	A0A061AJ50
WBGene00194935	WBGene00194935	D3KFW2, D3KFW3	D3KFW3
WBGene00194939	WBGene00194939	N.A.	N.A.
WBGene00194940	WBGene00194940	D3KFS5	D3KFS5
WBGene00194945	WBGene00194945	N.A.	N.A.
WBGene00194951	WBGene00194951	Q2HQL1	Q2HQL1
WBGene00194952	WBGene00194952	D3KFS2	D3KFS2
WBGene00194955	WBGene00194955	D3KFW0	D3KFW0
WBGene00194957	WBGene00194957	D3DEM2	D3DEM2
WBGene00194981	WBGene00194981	D3YTA0	D3YTA0
WBGene00194982	WBGene00194982	D3NQ93	D3NQ93
WBGene00194983	WBGene00194983	D3NQ91	D3NQ91
WBGene00194984	WBGene00194984	N.A.	N.A.
WBGene00194985	WBGene00194985	A0A8S4QD58	N.A.
WBGene00194986	WBGene00194986	G5EDN2	G5EDN2
WBGene00194987	WBGene00194987	N.A.	N.A.
WBGene00194988	WBGene00194988	N.A.	N.A.
WBGene00194989	WBGene00194989	N.A.	N.A.
WBGene00194990	WBGene00194990	N.A.	N.A.
WBGene00194991	WBGene00194991	N.A.	N.A.
WBGene00194992	WBGene00194992	N.A.	N.A.
WBGene00194993	WBGene00194993	N.A.	N.A.
WBGene00194994	WBGene00194994	N.A.	N.A.
WBGene00194995	WBGene00194995	N.A.	N.A.
WBGene00194996	WBGene00194996	N.A.	N.A.
WBGene00194997	WBGene00194997	N.A.	N.A.
WBGene00194998	WBGene00194998	D3NQ86	D3NQ86
WBGene00194999	WBGene00194999	N.A.	N.A.
WBGene00195000	WBGene00195000	N.A.	N.A.
WBGene00195001	WBGene00195001	N.A.	N.A.
WBGene00195002	WBGene00195002	N.A.	N.A.
WBGene00195003	WBGene00195003	D3KZH0	D3KZH0
WBGene00195004	WBGene00195004	D3KZG2	D3KZG2
WBGene00195005	WBGene00195005	N.A.	N.A.
WBGene00195006	WBGene00195006	D3NQ88	D3NQ88
WBGene00195007	WBGene00195007	N.A.	N.A.
WBGene00195008	WBGene00195008	N.A.	N.A.
WBGene00195009	WBGene00195009	D3NQ90	D3NQ90
WBGene00195010	WBGene00195010	D3KZG6	D3KZG6
WBGene00195011	WBGene00195011	U4PRK1, D3YT09	U4PRK1
WBGene00195012	WBGene00195012	D3KZG4	D3KZG4
WBGene00195014	WBGene00195014	N.A.	N.A.
WBGene00195015	WBGene00195015	N.A.	N.A.
WBGene00195016	WBGene00195016	N.A.	N.A.
WBGene00195017	WBGene00195017	N.A.	N.A.
WBGene00195018	WBGene00195018	N.A.	N.A.
WBGene00195019	WBGene00195019	N.A.	N.A.
WBGene00195020	WBGene00195020	N.A.	N.A.
WBGene00195021	WBGene00195021	N.A.	N.A.
WBGene00195022	WBGene00195022	N.A.	N.A.
WBGene00195023	WBGene00195023	N.A.	N.A.
WBGene00195024	WBGene00195024	N.A.	N.A.
WBGene00195025	WBGene00195025	N.A.	N.A.
WBGene00195026	WBGene00195026	N.A.	N.A.
WBGene00195027	WBGene00195027	N.A.	N.A.
WBGene00195028	WBGene00195028	N.A.	N.A.
WBGene00195029	WBGene00195029	N.A.	N.A.
WBGene00195030	WBGene00195030	N.A.	N.A.
WBGene00195031	WBGene00195031	N.A.	N.A.
WBGene00195032	WBGene00195032	N.A.	N.A.
WBGene00195033	WBGene00195033	N.A.	N.A.
WBGene00195034	WBGene00195034	N.A.	N.A.
WBGene00195035	WBGene00195035	N.A.	N.A.
WBGene00195036	WBGene00195036	N.A.	N.A.
WBGene00195037	WBGene00195037	N.A.	N.A.
WBGene00195038	WBGene00195038	N.A.	N.A.
WBGene00195039	WBGene00195039	N.A.	N.A.
WBGene00195040	WBGene00195040	N.A.	N.A.
WBGene00195043	WBGene00195043	N.A.	N.A.
WBGene00195045	WBGene00195045	A0A0K3AQS0, F0IWT6	F0IWT6
WBGene00195046	WBGene00195046	D5MCP0	D5MCP0
WBGene00195048	WBGene00195048	D5MCN7	D5MCN7
WBGene00195049	WBGene00195049	D4S385	D4S385
WBGene00195050	WBGene00195050	V6CK39, D4YW54	D4YW54
WBGene00195051	WBGene00195051	D4YW55	D4YW55
WBGene00195056	WBGene00195056	D4YW58	D4YW58
WBGene00195057	WBGene00195057	D5MCP2	D5MCP2
WBGene00195058	WBGene00195058	D5MCU3	D5MCU3
WBGene00195060	WBGene00195060	N.A.	N.A.
WBGene00195061	WBGene00195061	D5MCU9	D5MCU9
WBGene00195063	WBGene00195063	D6RYE0, U4PE35	D6RYE0
WBGene00195064	WBGene00195064	N.A.	N.A.
WBGene00195065	WBGene00195065	N.A.	N.A.
WBGene00195067	WBGene00195067	G4RT99	G4RT99
WBGene00195068	WBGene00195068	G4SS33, A0A7R9XNC6	G4SS33
WBGene00195069	WBGene00195069	G4SFM0	G4SFM0
WBGene00195070	WBGene00195070	G4S0D4	G4S0D4
WBGene00195071	WBGene00195071	G4S0D5	G4S0D5
WBGene00195072	WBGene00195072	G4S0D7	G4S0D7
WBGene00195073	WBGene00195073	G4S105, G4S100, A0A5S9MRT4, G4S101	G4S105
WBGene00195077	WBGene00195077	G4SDC8	G4SDC8
WBGene00195081	WBGene00195081	D7SFL1	D7SFL1
WBGene00195084	WBGene00195084	D7SFL7	D7SFL7
WBGene00195086	WBGene00195086	D7SFL5	D7SFL5
WBGene00195093	WBGene00195093	D6RYE4	D6RYE4
WBGene00195117	WBGene00195117	N.A.	N.A.
WBGene00195142	WBGene00195142	D7SFL9	D7SFL9
WBGene00195143	WBGene00195143	D6VPA4	D6VPA4
WBGene00195144	WBGene00195144	D6VPA5	D6VPA5
WBGene00195145	WBGene00195145	D7SFL8	D7SFL8
WBGene00195146	WBGene00195146	D7SFM0	D7SFM0
WBGene00195147	WBGene00195147	D7SFM2	D7SFM2
WBGene00195148	WBGene00195148	D7SFM1	D7SFM1
WBGene00195149	WBGene00195149	D7SFQ1	D7SFQ1
WBGene00195150	WBGene00195150	D6VPB0	D6VPB0
WBGene00195151	WBGene00195151	N.A.	N.A.
WBGene00195154	WBGene00195154	D6VP97	D6VP97
WBGene00195155	WBGene00195155	D7SFQ4	D7SFQ4
WBGene00195157	WBGene00195157	D7SFN1, D7SFN3	D7SFN3
WBGene00195158	WBGene00195158	D7SFQ0, A0A3B1E9Z4, L8E932	D7SFQ0
WBGene00195159	WBGene00195159	N.A.	N.A.
WBGene00195160	WBGene00195160	D6RYE1	D6RYE1
WBGene00195164	WBGene00195164	D6VP94	D6VP94
WBGene00195165	WBGene00195165	D9N150	D9N150
WBGene00195166	WBGene00195166	D9N136	D9N136
WBGene00195168	WBGene00195168	E5QCE5	E5QCE5
WBGene00195169	WBGene00195169	G4S709, A0A0K3AYC1	G4S709
WBGene00195170	WBGene00195170	N.A.	N.A.
WBGene00195171	WBGene00195171	D9N125	D9N125
WBGene00195172	WBGene00195172	N.A.	N.A.
WBGene00195174	WBGene00195174	D9N127	D9N127
WBGene00195175	WBGene00195175	N.A.	N.A.
WBGene00195176	WBGene00195176	D8FRP3	D8FRP3
WBGene00195177	WBGene00195177	D8FRP4	D8FRP4
WBGene00195178	WBGene00195178	G4S0Y4	G4S0Y4
WBGene00195179	WBGene00195179	G4RU19	G4RU19
WBGene00195180	WBGene00195180	G4RZ47	G4RZ47
WBGene00195181	WBGene00195181	D9N134	D9N134
WBGene00195182	WBGene00195182	G4S142	G4S142
WBGene00195183	WBGene00195183	A0A0K3AST2, A0A0K3AVN5	A0A0K3AVN5
